review_text,review_title,rating,date,platform,app_version,language,thumbs_up_count,review_id,source_app,source_package,source_method
good 💯,,5,2026-09-15,play_store,18.17.3,en,0,d2735c33-df25-4b30-b74e-2ab7004f087a,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
nice,,5,2026-09-15,play_store,18.16.1,en,0,cda97c5b-eb17-4de2-be6a-e58179b853a2,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-15,play_store,,en,0,7b0096a1-7c43-4855-9ffb-a96450115ff3,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
ONLY STOCKS APP,,5,2026-09-15,play_store,18.16.1,en,0,536a267a-7fbc-4073-ade7-45b7125e3bb3,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
awesome,,5,2026-09-15,play_store,18.16.1,en,0,98fc3321-30ba-403b-bad6-8af4d7019193,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
ok,,5,2026-09-15,play_store,18.17.3,en,0,2b8b9d51-5172-410a-bc92-be43bec1f555,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-15,play_store,18.17.3,en,0,2bb709d8-b10e-4534-aa6b-e8306c2ceec8,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
This app is the best app for beginners who want to invest in stocks and. mutual funds..,,4,2026-09-15,play_store,18.16.1,en,1,96cdc715-6ca5-4c1c-aa9e-1c872cf2ba8c,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
excellent 👌,,5,2026-09-15,play_store,18.16.1,en,0,2f3bff93-b614-4625-9540-f47d62173193,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
all good thing this app veri excellent good,,5,2026-09-15,play_store,18.16.1,en,0,e5721ed9-c528-4ac8-bae6-7f139dd8429a,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-15,play_store,18.16.1,en,0,06bcbae3-a4c8-496b-b384-574fb2a4e143,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
verry good,,5,2026-09-15,play_store,18.17.3,en,0,3b1d74f0-3e0e-4eac-96fd-a2bc4e2d16f3,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
thik pletform is very simple and very good 👍😊,,5,2026-09-15,play_store,18.17.3,en,2,ee1c69f0-cd43-46cb-bf45-ecf3669ce950,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-15,play_store,18.16.1,en,0,cd77c8cc-4909-45ac-a1e0-b68198cda5f7,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very good experience,,5,2026-09-15,play_store,18.17.3,en,0,b33b34d0-5279-4aee-8f81-0b779aaf3e0e,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
worst app for f and o . good for investment,,1,2026-09-15,play_store,18.16.1,en,0,7b3eb5b7-54a7-4228-88e2-e909966494d9,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
nice app this,,5,2026-09-15,play_store,,en,0,b6cc2538-a034-4063-a4be-c7c4f913c496,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Easy to use i like it but very expensive charges,,1,2026-09-15,play_store,18.16.1,en,0,e01f35ba-624b-4421-8332-f62698bca4a8,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-15,play_store,18.16.1,en,0,ac166b4e-ad7b-476a-9eb2-118d4ffefb12,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Very good,,5,2026-09-15,play_store,18.15.1,en,0,a63f611b-d8a6-4dbb-a158-5ea04e72ecbb,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very good application easy-to-use 👍,,5,2026-09-15,play_store,18.17.3,en,0,493e5ba6-23f6-4464-99cc-c37cb0b6a413,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
capital and patience,,5,2026-09-15,play_store,18.17.3,en,0,f3365dca-3ab7-4365-9f09-d91a8dcabdee,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
T-bond feature is not added in this application,,3,2026-09-15,play_store,18.16.1,en,1,a96b4446-c0f2-4bc1-ac84-b20eaf8e4c33,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very good,,5,2026-09-15,play_store,18.17.1,en,0,d90b5541-b6d7-4b74-af3b-830e8535be95,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Easy to Use,,5,2026-09-15,play_store,18.16.1,en,0,65fcbc8f-c08a-4e4b-b4c8-0335f425dcfd,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
"I have been waiting for 4 days for my account reactivation, How can a person believe this App with their investment and money",,1,2026-09-15,play_store,18.17.3,en,1,86bd7671-8974-4ee7-bdde-284cb7a6651e,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Best for trade,,5,2026-09-15,play_store,18.17.3,en,0,3b5b71a6-6ae7-4e53-9a70-26aa69e287f4,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very nice information,,5,2026-09-15,play_store,18.17.3,en,1,75a1ac5f-af87-4003-8830-83def616b562,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Good app for beginners trader's 😄,,4,2026-09-15,play_store,18.16.1,en,0,ef035865-0f65-42e5-93e8-7655668ef000,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very good,,4,2026-09-15,play_store,18.16.1,en,0,a8f2a15b-26a6-4af4-b050-8f6f923a432e,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
trusted,,5,2026-09-15,play_store,18.16.1,en,0,48a41942-cf61-4600-b41e-aca30450677c,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good app super,,5,2026-09-15,play_store,18.17.3,en,1,eed0a2d9-b6d6-4def-83c6-128e7926e1c6,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-15,play_store,18.16.1,en,0,8a2217c9-8452-4224-a712-d10e77bfe72f,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
superb Experience 🔥,,5,2026-09-15,play_store,18.16.1,en,0,b0db7924-5d68-42df-a69f-34c0a60188ce,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very good,,5,2026-09-15,play_store,18.17.3,en,0,7ac6084f-409c-442f-b8b6-bfa4e8e02c80,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very best appp,,5,2026-09-15,play_store,18.16.1,en,0,ece2f57c-4f83-4de9-9489-f432cb3f5d0a,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
excellent,,5,2026-09-15,play_store,18.16.1,en,0,767c42a6-80ea-4490-ad37-b0033c44d349,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
nice,,4,2026-09-15,play_store,18.16.1,en,0,de80760d-f8ac-4fde-aec3-6e3121a76638,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very good 👍🏻😊😊,,5,2026-09-15,play_store,18.16.1,en,0,a510045a-8980-4c50-9b9e-7b14f6f194de,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
it's great app,,5,2026-09-15,play_store,18.17.3,en,1,ae008f5d-332f-4424-b854-b0162b20cfb3,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
👍,,5,2026-09-15,play_store,18.14.1,en,0,c0104fea-5a46-4c29-bf15-b6d292e2fc08,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good for beginner,,5,2026-09-15,play_store,18.16.1,en,0,6031b8d8-fb98-40c1-a7b2-21841b7cbd48,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
superb,,5,2026-09-15,play_store,18.16.1,en,0,34c1bf07-5930-49a0-9e2e-2a0901fb0f66,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
well,,5,2026-09-15,play_store,18.16.1,en,0,2f9a4fe0-f289-4cc4-aa9e-c57fbaaa868b,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
ok,,5,2026-09-15,play_store,18.16.1,en,0,b32007d4-b365-4e23-83e8-a7beeeffeec7,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very good app,,5,2026-09-15,play_store,18.16.1,en,0,320cc251-7ad4-4b7c-8e72-4fa84605001b,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
osm,,5,2026-09-15,play_store,18.16.1,en,0,9dcea852-f5bd-48f3-8340-8e674730c058,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
i m new learneer,,5,2026-09-15,play_store,18.16.1,en,0,5b2066ea-17a7-43f7-af9a-dbcb067eb879,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
nice 👍👍👍👍,,5,2026-09-15,play_store,18.17.3,en,0,dc064c12-392e-462c-bc2d-2f223d890ecb,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Good UI best Platform for beginners,,5,2026-09-15,play_store,18.16.1,en,0,b279a12c-520e-484c-9c36-1f803c443582,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
thanks thanks 😊,,5,2026-09-15,play_store,18.17.3,en,0,aa059d2f-c936-4022-be51-471b443a8fa2,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-15,play_store,18.17.3,en,0,6e19dea0-b854-4865-9331-182b5b7cb19e,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,3,2026-09-15,play_store,18.15.1,en,0,349f2235-2f00-4bea-9ac4-97cf811f0801,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Very nice😊 easy to uuse❤️,,5,2026-09-15,play_store,18.17.3,en,0,c3278266-f61b-4d62-b4e5-ddce1a971f20,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-15,play_store,18.16.1,en,0,c4ef9be4-dec5-4498-9c66-316ee1f86505,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Nice,,5,2026-09-15,play_store,18.16.1,en,0,120462a3-e99e-4d9b-8b19-acc4c03b5e48,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Good 👍,,5,2026-09-15,play_store,18.15.1,en,0,847e9405-af99-4342-958c-cac151feefb9,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
best app,,3,2026-09-15,play_store,18.16.1,en,0,f694cafb-7f76-40b5-a1f7-8c846f49d025,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Brokar charge high,,5,2026-09-15,play_store,18.16.1,en,0,c136c3c3-f416-4194-8d8a-0b2d74088f30,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-15,play_store,18.17.3,en,0,0a611665-f77b-4c8c-8821-c8cbf8af76e9,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very good,,5,2026-09-15,play_store,18.16.1,en,0,736a2bb0-cb00-4e8c-910b-0cc17f71bfb5,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
"After 8 days Groww is unable to activate my account. Several interactions to customer care department, still same condition.",,1,2026-09-15,play_store,18.16.1,en,0,3ab80022-89ce-4add-b4aa-8dda0e29e196,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
best trading app,,5,2026-09-15,play_store,18.17.3,en,1,84bf00c9-5938-4a89-aa69-0e48a2ac682c,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
👍🏼,,3,2026-09-15,play_store,18.16.1,en,0,b75d2020-aa7e-4bcc-874c-92254668d932,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very good,,5,2026-09-15,play_store,18.17.3,en,1,988754b5-9d1b-457d-a847-951b348fa414,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
it's amazing.,,5,2026-09-14,play_store,18.17.3,en,0,a98d33b2-5b63-43a9-8b1b-fd887e4e7e60,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Thank you; the Groww app is excellent and very helpful. I have managed to save some money thanks to this app. I actually started my first investment using the Groww app.,,5,2026-09-14,play_store,18.16.1,en,0,4be98a9a-6230-412c-92a6-405bb647087d,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
I used many apps but this app is excellent 👌 for trading specially mutual funds or sip.,,5,2026-09-14,play_store,18.16.1,en,0,247e62b9-cb30-472b-a0d1-97548bfb187b,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
its very helpful app,,4,2026-09-14,play_store,18.16.1,en,0,f0aa6ab1-0cc3-4ea7-9c8b-adba01350d01,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.17.3,en,0,2811b60d-8231-43e4-bc64-98277b7a7dde,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.15.1,en,0,8decea8f-6942-4c48-8274-3832a7a62ec0,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
best option for saving balance,,5,2026-09-14,play_store,18.16.1,en,0,26397d25-3296-42c4-93ae-2f84f4c33e51,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
supper app,,5,2026-09-14,play_store,18.16.1,en,0,4eb06e77-0c80-469b-9124-4bddf2857880,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
you are,,1,2026-09-14,play_store,18.17.3,en,0,1484dab5-624b-4acc-916e-b01afe2a28f7,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Bad Experience. couldn't set up. they show PAN Number is wrong. but I put the correct number. 3rd class app.,,1,2026-09-14,play_store,,en,0,ac08031a-e7c4-472e-a5b5-9a368f8c6aa4,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
F U groww Bloody cheaters First they give out MF prime feature as free with hidden charges now they changed to more commission hence TER changed more than 0.6%,,1,2026-09-14,play_store,18.17.3,en,1,4634235e-4527-4888-8033-045c39754d28,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.15.1,en,0,ab0a5cac-3073-47d6-a3f8-518fe572560a,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
super hit,,5,2026-09-14,play_store,18.16.1,en,0,87f0e7a7-c81a-4e72-a5d4-c7d04be780aa,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
this app is very good 👍,,5,2026-09-14,play_store,18.15.1,en,0,46eaf526-2219-436b-8829-b252ae2b9ed5,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
only for learning,,1,2026-09-14,play_store,18.16.1,en,0,1276e52e-8f7e-4e0c-b63e-b7a7db3b265a,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
"Although Groww is a good app,but now with rising competition in the market ,like lemon ,sahi,flattrade,m.asset etc giving best brokerage free plans or minimal cost plans also to the users by paying minimal joining amount.Its a wonderful for option trading especially.I hope Groww will also look in to this and take quick change for further development",,5,2026-09-14,play_store,18.16.1,en,0,298db317-1f4a-4d23-b29b-6fd5d025c7c3,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
"gadhe ki ga#d app hai, bss spam mail p mail bhejte rehte hai, customer executive se call connect nhi hoti, account delete nhi hota,",,1,2026-09-14,play_store,18.17.3,en,1,aaa25484-b72a-4896-97ae-1b55f473bf0c,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
worst app.. lagging chart and i think they shared our data with big players.. i have been into this market for 4 years but whenever i take any trade in fnO even in my sureshot trade it hits my sl.. though app is good for investing i would not recommend for option trading... worst experience..,,1,2026-09-14,play_store,,en,0,9f5b56bf-43de-4e69-8b74-613b1fc79ba6,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
"One of the best broker app, I ever prefer",,5,2026-09-14,play_store,18.10.1,en,0,57523582-0ea4-4604-9126-8d764ef4b67c,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
"please allow the options of weekly STP, It will be beneficial for customers. There are lots of bugs that need to be fixed like the order placed not shown when it's done. Ultimately the customer support response is extremely slow.",,3,2026-09-14,play_store,18.17.3,en,2,811f2eeb-ec9b-40a2-90d0-e5f1f918c199,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very nice 👍,,5,2026-09-14,play_store,18.13.2,en,0,319368d8-5a59-4521-9fa3-5803582e90b8,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.16.1,en,0,a257f9f3-772d-4d4c-bef3-24f08b495bb6,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
nice app,,5,2026-09-14,play_store,18.16.1,en,0,b968d6e0-9c7c-421c-91bc-bba335afd44c,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,,en,0,140fe721-fea7-4c38-a7e2-95880a40e21d,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
nice app 👌 👍,,5,2026-09-14,play_store,18.16.1,en,0,3d79322e-4fc4-483d-b414-c30eb9aa1308,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
best app for trading g stock investment,,5,2026-09-14,play_store,,en,0,8d9d8f97-c387-4813-8e10-15b8f7e17d84,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very nice,,5,2026-09-14,play_store,18.16.1,en,0,6aa6769a-eee0-45b7-9558-cc84005f0162,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
excellent 👌,,5,2026-09-14,play_store,18.13.2,en,0,3e597fff-394a-45d5-840c-e97c21ac7321,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.16.1,en,0,9b9d9d01-8bed-4287-b260-6a906df10b8a,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
nice,,5,2026-09-14,play_store,18.15.1,en,0,b4e7c174-7199-4c1b-90fb-5a2dfdf8a4d8,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.16.1,en,0,5354a253-e8c2-48ae-bcfd-5727baeb475b,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
nice,,5,2026-09-14,play_store,18.16.1,en,0,1d2ffa2c-901e-4d6f-bfd8-9ffeef57a29a,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
excellent app,,5,2026-09-14,play_store,18.16.1,en,0,4e5aafce-8e16-496a-ab73-ac247855e56f,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
OUTSTANDING,,5,2026-09-14,play_store,18.16.1,en,0,8342c1e3-ff50-43e3-a760-9cfee14c0629,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Hbi,,5,2026-09-14,play_store,18.16.1,en,0,4f218b87-1d52-4fee-9a06-c9bb75fb77b8,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
awesome,,5,2026-09-14,play_store,18.17.3,en,0,b52c33c8-e543-4695-bace-ff05d780fea9,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
"The current update made it worst experience. the indicators are not upto the mark, the back button drawer hides constantly, which results in selecting unwanted options. previous version was way better.",,1,2026-09-14,play_store,18.16.1,en,1,7e50569d-1c94-42a4-9fbb-4b08c6a0319f,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
option trading percentage does not shows 😔 example.12/-loss,,3,2026-09-14,play_store,18.17.3,en,2,b6bbf6dd-f91a-4258-8669-c85101a801b2,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
"kya ap app me barcode ka system dal sakte ho jisse ki hm kisi se sidhe isme payment lel le ,,,,,, isse jyada se jyada invest ho paega",,5,2026-09-14,play_store,18.16.1,en,0,2e08598c-9983-42f0-ba7e-b607acd13bcb,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good 😊,,5,2026-09-14,play_store,18.16.1,en,0,c34c9a94-d36d-4acd-976b-b143acbb3b84,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
i like this app and it's feature only I don't like one thing which is need account reactivate with the document of 12 digit AADHAR. according to my point of view it is not necessary only need active bank account. govt never said that if want do trading or explore with any online trading app u must provide AADHAR. it is not the gud thing it's a privacy concern.,,1,2026-09-14,play_store,,en,0,921b6cad-8778-4da0-ab7d-fdda9c17b8a7,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very best aap to trade,,5,2026-09-14,play_store,18.16.1,en,0,56d3afc3-14d7-43e7-84fc-5c5e9edbfa85,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good 👍,,4,2026-09-14,play_store,18.14.2,en,0,4f85df28-b19d-4086-b6eb-28896f8ea1b9,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
worst app. Application not working in my phone. even after several complaints they didn't resolve my issue,,1,2026-09-14,play_store,18.16.1,en,0,b0bb985a-3eee-4e4d-8ebe-4f5ed33d329d,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.17.3,en,0,1290494e-4f10-4e19-b801-9902af283e97,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very 👍 good,,5,2026-09-14,play_store,18.17.3,en,0,066b9e45-9a96-45e3-bbe6-f37fb02bd157,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
super,,5,2026-09-14,play_store,18.16.1,en,0,06699b0c-cc5c-4872-bc65-c6125d44a89f,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Iam happy with app interface and easy usage. However why my app not Gr1 (AI) option? please clarify,,4,2026-09-14,play_store,18.16.1,en,0,576b8976-d829-404a-914b-345bd3bc8334,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.11.1,en,0,ccdda30c-b979-4924-9f76-b62c62a8db32,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good app for all,,4,2026-09-14,play_store,18.15.1,en,0,8472e62d-e34b-486a-b67b-dd6df6ef848e,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
add FDs like another apps,,5,2026-09-14,play_store,18.16.1,en,0,b5344c54-abdd-44cc-9e7f-6037e37465c6,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
excellent we want to earn money from this app by trading,,5,2026-09-14,play_store,18.16.1,en,0,417f346a-174d-44cb-8a47-77e206c7cd4c,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very good but iam always in loss,,5,2026-09-14,play_store,18.16.1,en,0,c31fc489-1325-4db5-b31e-d6763496138c,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very good,,5,2026-09-14,play_store,18.16.1,en,0,448f0ef6-7d65-4c32-8d29-9d912df52a1d,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
nice,,5,2026-09-14,play_store,18.16.1,en,0,1b981845-f17f-4641-90c7-8c0f2f198650,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.16.1,en,0,0a49b28a-c92d-4cd0-b853-376c6c4480dd,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.16.1,en,0,27919bfe-2342-465a-be9e-9917fc1f7ea1,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.16.1,en,0,ce1181ef-6e77-454d-a087-998893e7188a,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
I am happy.,,5,2026-09-14,play_store,18.16.1,en,0,42e07a24-7ecc-40ab-b4a2-537b6d8841b5,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good 👍,,5,2026-09-14,play_store,18.17.3,en,0,b8b7bf63-4dd8-488a-86ba-973ff3f75cd6,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very good app,,5,2026-09-14,play_store,18.16.1,en,0,f69efe41-f8bc-4a31-8b2b-e7384f20cccf,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.17.3,en,0,5d745a8b-98ca-4610-b40f-41ed77a93a2e,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
nice app for business development.,,5,2026-09-14,play_store,18.16.1,en,0,86a08134-bf39-40d8-9467-522580176dfc,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
well app and running smoothly,,5,2026-09-14,play_store,18.17.3,en,0,3078fafc-adcb-4b6b-b3a4-de0a52d0c880,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
cool 😎,,5,2026-09-14,play_store,18.16.1,en,0,63d015cf-e000-46f1-bb44-dd00257a8f59,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.16.1,en,0,1a220bc0-248a-4846-95c1-900e3598d72b,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
wow,,5,2026-09-14,play_store,18.17.3,en,0,13b8533b-56c4-4cea-8c27-75eb3376a8c5,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
best aap,,4,2026-09-14,play_store,18.17.3,en,0,711968a6-3cd3-408c-a05e-098932593715,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.17.3,en,0,def73bf5-0095-4a29-96be-7b88f2097759,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.15.1,en,1,6d0a2d56-3094-49a2-b6e3-eae0e6d71257,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
super,,5,2026-09-14,play_store,18.12.1,en,0,b1f9f873-7adb-457c-b655-2876882ae38c,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
OK,,1,2026-09-14,play_store,18.17.3,en,0,61d249f8-dac0-4b88-8804-de18ccd596f0,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
one of the best broker app very useful and easy to understand every stock /ipo details and all .,,5,2026-09-14,play_store,18.17.3,en,1,e771f11f-9034-44c0-9660-10575064cdc4,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
"Good app for stock market investment and trading, now you can buy corporate bonds also",,5,2026-09-14,play_store,18.17.3,en,2,42bb1fda-48bb-40ca-bbaf-57d6cb99ffb5,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good 👍,,5,2026-09-14,play_store,18.16.1,en,0,353a0615-0803-4a99-961b-7b284ec35371,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
Good,,5,2026-09-14,play_store,18.16.1,en,0,4a500535-584e-40c0-82c2-a97de1f4a54d,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
bahut hi achha hai customer support team is best working all customer happy,,5,2026-09-14,play_store,18.17.3,en,0,042f08c1-a6b2-4a3e-a803-79e6a523aca2,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
अभी तक तो groww के साथ यात्रा शानदार रही है। अपेक्षा है आगे और भी शानदार रहेगी।।,,5,2026-09-14,play_store,18.16.1,en,0,3790b883-f711-484f-98aa-76390e94ce2f,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.16.1,en,0,154b1b55-731b-44d2-800c-a788987aacd8,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,5,2026-09-14,play_store,18.16.1,en,0,8faa6951-5aa6-46c0-82c9-508079bfd324,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good aap,,4,2026-09-14,play_store,18.16.1,en,0,c16611e5-c7ff-4734-b9c6-d6a174c777bb,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
very nice app and strategies,,5,2026-09-14,play_store,18.17.3,en,0,3ac944fa-e592-4f57-8d28-d949bf75b047,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
good,,4,2026-09-14,play_store,18.16.1,en,0,43390ed3-7763-41ad-b515-08b81b04123e,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
"3rd class broker, my trading account showing blocked, not able to trade or do anything, all segment showing active i connect multiple time with support but nothing fixed by support, i filled teraform 20 time account still blocked.",,1,2026-09-14,play_store,18.17.3,en,1,b3c64c40-bd7b-40a9-986d-003a4b63c7d5,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
super hai,,4,2026-09-14,play_store,18.16.1,en,0,c8efb4ab-33bb-4b4e-9200-11aa773eeb60,Groww,com.nextbillion.groww,google_play_public_no_login_fetcher
